CODPROD;DESCRICAO;EMBALAGEM
5242;FLORESTAL DROPS IMINT EUCALIPTO;21X35GR
5243;FLORESTAL DROPS IMINT FRAMBOESA;21X35GR
5244;FLORESTAL DROPS IMINT EXTRA FORTE;21X35GR
5245;FLORESTAL DROPS IMINT MENTA;21X35GR
5263;ACOBOM-ESPONJA DE LA DE ACO BEM BRASIL;14X4 UN
5246;FLORESTAL DROPS IMINT CEREJA;21X35GR
5247;FLORESTAL DROPS IMINT MELANCIA;21X35GR
5248;FLORESTAL BALA MAST.LILICA RIPILIC C/140;1X700GR
5249;FLORESTAL BALA MAST.TIGOR C/140;1X700GR
5259;AP 3G SAMSUNG S5830 PTO;1UN
5260;AP 3G SAMSUNG S5360 CZA;1UN
9087;ROMA-PANETTONE ZERO ADICAO ACUCAR FRUTAS;1X400GR
5262;FINI BALA GELATINA DENTADURAS COELHO;12X90GR
5238;CAPRICHO-FRALDA MATURI CARE ECON EG+2GTS;PCT 24X1
5287;MAGUARY LTA NECTAR PESSEGO;12X335ML
5288;MAGUARY LTA NECTAR TANGERINA;12X335ML
5270;DAFRUTA TP NECTAR INF.CAJU;27X200ML
5271;DAFRUTA TP NECTAR INF.GOIABA;27X200ML
5272;DAFRUTA TP NECTAR INF.LARANJA;27X200ML
5273;DAFRUTA TP NECTAR INF.MANGA;27X200ML
5274;DAFRUTA TP NECTAR INF.MARACUJA;27X200ML
5275;DAFRUTA TP NECTAR INF.PESSEGO;27X200ML
5276;DAFRUTA TP NECTAR INF.UVA;27X200ML
5253;B.VISTA-BISC.AMANTEIGADO LEITE;20X305GR
5254;B.VISTA-BISC.AMANTEIGADO CHOCOLATE;20X305GR
5255;B.VISTA-BISC.AMANTEIGADO COCO;20X305GR
5256;B.VISTA-BISC.AMANTEIGADO BANANA E CANELA;20X305GR
5257;B.VISTA-COOKIES BAUNILHA;40X100GR
5281;MAGUARY LTA NECTAR MACA;12X335ML
5282;MAGUARY LTA NECTAR MANGA;12X335ML
5283;MAGUARY LTA NECTAR MARACUJA;12X335ML
5295;MULTIDRINK CONHAQ.B.STA ALCATRAO C/COPO;6X900ML
5296;MULTIDRINK CONHAQ.B.STA GENGIBRE C/COPO;6X900ML
5297;MULTIDRINK WHISKY OLD EXCELLER C/COPO;6X1LT
5258;B.VISTA-COOKIES CHOCOLATE;40X100GR
5261;B.VISTA-BISC.MARIA;20X400GR
9088;ROMA-PANETTONE ZERO AD.ACUCAR GOTAS CHOC;1X400GR
5277;FINI REGALIZ ROLLER MORANGO;24X20GR
5278;FINI REGALIZ ROLLER FANTASIA;24X20GR
5279;FINI CHICLE KLETS MELANCIA;12X45GR
5298;MULTIDRINK RUM FLAVOR APPLE;6X1LT
5299;MULTIDRINK TEQUILA MULT.ORO C/COQUET.;6X700ML
5300;MULTIDRINK TEQUILA MULT.PLATA C/COQUET.;6X700ML
5301;MULTIDRINK ICE MIDNIGHT ROOSTER VD;6X275ML
5302;MULTIDRINK ICE RAIZOV ACAI VD;6X275ML
5303;MULTIDRINK ICE RAIZOV BLACK TRICK VD;6X275ML
5316;PLASVALE-FEIRINHA 100 ITENS REF.1284;1X100UN
5264;MAGUARY LIMONADA TRADICIONAL TP;12X1LT
5280;FINI CHICLE KLETS EXTRA FORTE;12X45GR
5289;MAGUARY LTA NECTAR UVA;12X335ML
5290;MAGUARY LTA NECTAR MARACUJA;12X255ML
5291;MAGUARY LTA NECTAR UVA;12X255ML
5266;MAGUARY NECTAR ABACAXI;12X1LT
5267;MAGUARY NECTAR MORANGO;12X1LT
5268;MAGUARY LIGHT NECTAR MACA;12X1LT
5269;MAGUARY LIGHT NECTAR TANGERINA;12X1LT
5318;COLA;UN
5227;CAPRICHO-FRALDA ENXUTITA SUPER JUMBO P;3X96UN
5228;CAPRICHO-FRALDA ENXUTITA SUPER JUMBO M;3X80UN
5229;CAPRICHO-FRALDA ENXUTITA SUPER JUMBO G;3X72UN
5230;CAPRICHO-FRALDA ENXUTITA SUPER JUMBO EG;3X64UN
9089;ROMA-PANETTONE TRUFADO CHOCOLATE 500G;1X500GR
5231;FLORESTAL PIRULITO LILICA RIPILICA C/50;1X500GR
5232;FLORESTAL PIRULITO TIGOR C/50;1X500GR
5233;FLORESTAL PIR.LILICA RIPILICA MORAN C/40;1X320GR
5234;FLORESTAL PIR.TIGOR TUTTI-FRUTTI C/40;1X320GR
5292;MAGUARY LTA LIGHT NECTAR MANGA;12X255ML
5293;MAGUARY LTA LIGHT NECTAR PESSEGO;12X255ML
5319;BLOCO NOTA PROMISSORIA;UN
5320;PASTA CLASSIFICADOR PLASTICA;UN
5321;BLOCO RECIBO;UN
5322;FINI BALA GELATINA HOMEM DE FERRO;12X90GR
5323;M-LINE RACAO CAES ADULTOS;6X2,5KG
5294;MAGUARY LTA LIGHT NECTAR UVA;12X255ML
5305;MULTIDRINK VODKA RAIZOV CITRUS;6X950ML
5306;MULTIDRINK VODKA RAIZOV ACAI;6X950ML
5307;MULTIDRINK VODKA RAIZOV GREEN FRUIT;6X950ML
5308;MULTIDRINK VODKA RAIZOV MANGA;6X950ML
5309;MULTIDRINK VODKA RAIZOV PESSEGO;6X950ML
5252;PASTA NOVAONDA 55MM AZUL;1 UN
5284;ROLETE OLIVETTI ELGIN MR 6123/6125;UN
5285;LAMINA PARA ESTILETE;UN
5286;COADOR DE CAFE;UN
5304;MULTIDRINK ICE RAIZOV COLA VD;6X275ML
5310;PASTA OFICIO C/ ELASTICO;1 UN
5311;CANETA VERMELHA;UN
5312;CANETA PRETA;UN
5313;PASTA SANFONADA DUPLICATA 31 DIVISORIAS;1 UN
9090;ROMA-PANETTONE TRUFADO DOCE LEITE 500G;1X500GR
5314;PASTA SANFONADA A4 12 DIVISORIAS;1 UN
5350;VASSOURA DE TETO;1 UN
5353;PASTA CATALAGO;1 UN
5354;ESPANADOR;1 UN
5355;ALMOFODA P/CARIMBO;1 UN
5356;CAPRICHO-FRALDA ENXUTITA PRAT XXG;8X14UN
5357;CAPRICHO-FRALDA ENXUTITA SUPER JUMBO XXG;3X56UN
5358;CAPRICHO-LENCO UMED.ENXUTITA REFIL;PCT 75UN
5346;FLORESTAL GOMA  FLOPINHO SM;30X100GR
5347;FLORESTAL GOMA  FLOPINHO SM;36X250GR
5348;FLORESTAL GOMA  FLOPINHO;10X1KG
5360;V.FERTIL-AZEITE OLIVA EXT.VIRGEM PREMIUM;500ML
5361;CAPRICHO-FRALDA REI LEAO PRAT P;PCT  30X1
5362;CAPRICHO-FRALDA REI LEAO PRAT EG;PCT  16X1
5363;CAPRICHO-FRALDA GARFIELD BABY PRAT XXG;PCT 14X1
5340;INDICE TELEFONICO PROFISSIONAL;1 UN
5341;REFIL P/ INDICE TELEFONICO;1 UN
5351;LIMPA ALUMINIO TRAD.;UN
5352;FACA DE COZINHA;1 UN
5469;MAGUARY TP VITAKIDS PRINCESAS LARANJA;27X200ML
5558;SERVIDOR DELL POWEREDGE R420;1UN
5349;FLORESTAL GOMA  FLOPINHO TUBO DP;30X1X40GR
5364;V.FERTIL-PALMITO ACAI TOLETE VD;15X300GR
5387;TROP.FEM.ROSAS R.34144 GRADE RS/RS;6X1
5388;TROP.FEM.ROSAS R.34110 GRADE BR/RS;6X1
5389;TROP.FEM.NATUREZA R.30233 GRADE AM/VD;6X1
5390;TROP.FEM.NATUREZA R.30201 GRADE VD/BR;6X1
5391;TROP.FEM.NATUREZA R.30142 GRADE RS/BR;6X1
5328;M-LINE RACAO CAES FILHOTES;10,1KG
5329;M-LINE RACAO CAES ADULTOS PEQ.RACAS;10X1KG
5330;M-LINE RACAO CAES ADULTOS PEQ.RACAS;6X2,5KG
5331;M-LINE RACAO CAES ADULTOS PEQ.RACAS;10,1KG
5332;M-LINE RACAO CAES FILHOTES PEQ.RACAS;10X1KG
5333;M-LINE RACAO CAES FILHOTES PEQ.RACAS;6X2,5KG
5334;M-LINE RACAO CAES FILHOTES PEQ.RACAS;10,1KG
5367;PLASVALE-EXPOSITOR TORRE;1UN
5335;M-LINE RACAO GATO ADULTO;10X1KG
5336;M-LINE RACAO GATO ADULTO;10,1KG
9114;FLORESTAL BALA MAST ZOLLE IORGUTE C/120;1X600GR
5337;M-LINE RACAO GATO FILHOTE;10X1KG
5338;M-LINE RACAO GATO FILHOTE;10,1KG
5392;TROP.FEM.NATUREZA R.30107 GRADE BR/VM;6X1
5393;TROP.FEM.ESTRELA REG.R.90233 GRADE AM/VD;6X1
5339;FLORESTAL DROPS BRAZILIAN COFFE;21X35GR
5394;TROP.FEM.ESTRELA REG.R.90214 GRADE MF/AZ;6X1
5395;TROP.FEM.ESTRELA REG.R.90144 GRADE RS/RS;6X1
5396;TROP.FEM.ESTRELA REG.R.90103 GRADE BR/PT;6X1
5397;TROP.FEM.ESTRELA R.80233 GRADE AM/VD;6X1
5398;TROP.FEM.ESTRELA R.80210 GRADE MF/MF;6X1
5399;TROP.FEM.ESTRELA R.80142 GRADE RS/BR;6X1
5400;TROP.FEM.ESTRELA R.80102 GRADE BR/RS;6X1
5368;TROPICANAS CROSS REF.10127 GRADE PR/MF;6X1
5369;TROPICANAS CROSS REF.10126 GRADE PR/RS;6X1
5370;TROPICANAS CROSS REF.10123 GRADE PR/AZ;6X1
5371;TROPICANAS CROSS REF.10122 GRADE PR/VD;6X1
5401;FINI-DISPLAY CHAO LANÇAMENTOS;1UN
5372;TROPICANAS CROSS REF.10121 GRADE PR/PT;6X1
5373;TROPICANAS CROSS REF.10120 GRADE PR/PR;6X1
5374;TROPICANAS CONFORT REF.21235 GRADE AM/VD;6X1
5375;TROPICANAS CONFORT REF.21194 GRADE VD/PT;6X1
5376;TROPICANAS CONFORT REF.21122 GRADE PR/VD;6X1
5377;TROPICANAS CONFORT REF.21108 GRADE BR/AZ;6X1
5378;TROPICANAS CONFORT REF.21102 GRADE BR/RS;6X1
5365;GLOBALBEV-BEB.MARLEYS MELLOW MOOD BERRY;6X310 ML
5342;FINI MARSHMALLOW TORCAO FRAMBOESA;12X60GR
5343;FINI MARSHMALLOW TORCAO UVA;12X60GR
5344;FINI BALA GELATINA BRASIL;12X90GR
5345;FINI BALA GELATINA UNIVERSIDADE MONSTROS;12X90GR
5379;TROPICANAS CONFORT REF.20210 GRADE MF/MF;6X1
5380;TROPICANAS CONFORT REF.20120 GRADE PR/PR;6X1
5359;V.FERTIL-AZEITONA VERDE RECH.ANCHOVAS LT;12X120GR
5366;GLOBALBEV-BEB.MARLEYS MELLOW MOOD CITRUS;6X310 ML
5381;TROP.INF.ROSAS R.52241 GRADE VM/BR;6X1
5382;TROP.INF.ROSAS R.52200 GRADE VD/VD;6X1
5383;TROP.INF.ROSAS R.52107 GRADE BR/VM;6X1
5384;TROP.INF.NATUREZA R.50210 GRADE MF/MF;6X1
5385;TROP.INF.NATUREZA R.50110 GRADE BR/RS;6X1
5386;TROP.FEM.ROSAS R.34240 GRADE VM/VM;6X1
5410;FINI BALA BEANS FRUTAS VERMELHAS;12X80GR
5411;FINI BALA BEANS FRUTAS TROPICAIS;12X80GR
5412;FINI BALA BEANS SABORES CLASSICOS;12X80GR
5413;FINI BALA BEANS SABORES DA INFANCIA;12X80GR
5406;TROPICANAS EXPOSITOR 15 GANCHOS;1UN
5407;TROPICANAS EXPOSITOR 20 GANCHOS;1UN
5546;FINI GRIL GEORGE FOREMAN 110V;1UN
5496;KIT ESPUMANTE SC BRUT 1GFA C/2 TACA;4X750ML
5497;KIT V.ESTILO SC MERLOT 1GFA C/1 TACA;4X750ML
5498;ESPUMANTE MOSCATEL BCO SANTA COLINA;6X750ML
5499;VINHO COLLINA TINTO SECO GFAO;4X2LT
5500;VINHO COLLINA TINTO SUAVE GFAO;4X2LT
5501;VINHO COLLINA BRANCO SUAVE GFAO;4X2LT
5502;COOLER SAN THIAGO TRAD.UVA GFAO ;6X2LT
5503;COOLER SAN THIAGO PESSEGO GFAO;6X2LT
5504;COOLER SAN THIAGO MORANGO GFAO;6X2LT
5540;V.FERTIL-OLEO COMP.GIRASSOL E OLIVA PET;12X900ML
5505;VINHO GFAO COLLINA TINTO SUAVE;2X4,5LT
5506;VINHO GFAO COLLINA BRANCO SUAVE;2X4,5LT
5507;VINHO GFAO COLLINA TINTO SECO;2X4,5LT
5508;TROPICANAS KIDS CAR R.110230 GRADE AM;12X1
5509;TROPICANAS SAND.KIDS CAR R.110230 25/26;1 PAR
5510;TROPICANAS SAND.KIDS CAR R.110230 27/28;1 PAR
5511;TROPICANAS SAND.KIDS CAR R.110230 29/30;1 PAR
5544;TOSCANO-ASPARGOS VD;12X200GR
5512;TROPICANAS SAND.KIDS CAR R.110230 31/32;1 PAR
5518;SUCO UVA BRANCO INTEGRAL ALIANCA ;6X2LT
5519;SUCO UVA ROSE INTEGRAL ALIANCA ;6X2LT
5520;SUCO UVA TINTO ADOCADO ALIANCA ;6X2LT
5521;SUCO UVA TINTO INTEGRAL ALIANCA ;6X2LT
5561;FINI BALA GELATINA PATATI PATATA;12X90GR
5533;GLOBALBEV-BATATA PRINGLES BARBECUE;14X139GR
5534;GLOBALBEV-BATATA PRINGLES CREME E CEBOLA;14X139GR
5535;G.BEV-BATATA PRINGLES CREME E CEBOLA;12X40GR
5536;GLOBALBEV-BATATA PRINGLES ORIGINAL;12X40GR
5537;G.BEV-BATATA PRINGLES QUEIJO;12X40GR
5515;CARTUCHO P/ 2 GFA COLLINA;1X1
5516;FINI-PLASMACAR;1UN
5517;FINI-SKATENET;1UN
5490;SUCO UVA ORGANICO BORDO INTEGRAL ALIANCA;6X1LT
5491;SUCO UVA ORGANICO TINTO INTEGRAL ALIANCA;12X300ML
5492;SUCO UVA ALIANCA TINTO INTEGRAL;6X1LT
5493;V.STA COLINA TANNAT TTO SECO;6X750ML
5494;V.STA COLINA CABERNET SAUV TTO SUAVE;6X750ML
5495;ESPUMANTE MOSCATEL ROSE SANTA COLINA;6X750ML
5539;CHECK STANDER 1;1UN
5523;V.FERTIL-AZ.PRETA PORTUGUESA SACHE;24X100GR
5545;FINI GRIL  110V;1UN
5548;MAGUARY SUCO CONC CAJU PET;6X1LT
5549;MAGUARY SUCO CONC UVA PET;6X1LT
5550;MAGUARY SUCO CONC MANGA PET;6X1LT
5551;MAGUARY SUCO CONC GOIABA PET;6X1LT
5552;MAGUARY SUCO CONC ABACAXI PET;6X1LT
5562;FONTANA-SABONETE IARA CONJUNTO DUO ;24X4X90GR
5513;VALE FERTIL-DISPLAY SNACK 12 GANCHOS;1UN
5547;DAFRUTA-DISP. DE CHAO PRINCESAS E CARROS;1UN
5553;MAGUARY SUCO CONC MARACUJA PET;6X1LT
5554;MAGUARY TP NECTAR UVA;6X2LT
5555;MAGUARY TP NECTAR TANGERINA;6X2LT
5556;MAGUARY TP NECTAR PESSEGO;6X2LT
5557;MAGUARY TP NECTAR MARACUJA;6X2LT
5514;VINICOLA BALCAO P/DEGUSTACAO;1UN
5541;V.FERTIL-AZEITE OLIVA EXT.VIRGEM PREMIUM;12X500ML
5559;DELL TRILHOS DESLIZANTES COM BRACO DE GR;1UN
5542;FINI TUBES LOONEY TUNES;12X80GR
5543;FINI BALA GELATINA FROZEN;12X90GR
5522;CAPRICHO-FRALDA GARFIELD BABY PRAT EG ;PCT 16X1
5525;FINI TUBES TUTTI FRUTTI;12X80GR
5583;FINI MARSHMALLOW BEN 10;12X50GR
5584;SUFRESH T.DA MONICA NECTAR UVA;27X200ML
5585;SUFRESH T.DA MONICA NECTAR PESSEGO;27X200ML
5586;SUFRESH T.DA MONICA NECTAR MORANGO;27X200ML
5668;FLORESTAL PIRULITO BABY CORACAO MORANGO ;1X400GR
5672;VITTAMAX-FRESH CAES ADULTO FRANGO;12X280GR
5692;SUFRESH NECTAR CAJU;12X1LT
5916;DETERGENTE 500ML;UN
5590;AGUA SANITARIA DE 5LT;UN
5673;FINI LAMINA DE PRODUTOS;1UN
5765;MULTIDRINK COQUETEL RAIZOV MACA;6X950ML
5766;MULTIDRINK COQUETEL RAIZOV MARACUJA;6X950ML
5767;MULTIDRINK COQUETEL RAIZOV ORIGINAL;6X950ML
5768;MULTIDRINK COQUETEL RAIZOV LEMON;6X950ML
5769;MULTIDRINK COQUETEL RAIZOV CITRUS;6X950ML
5918;B.VISTA-BISC.COCO;20X400GR
5735;MR.GREEN  LTA CHA PRETO C/PESSEGO;6X330ML
5736;SUFRESH LTA  AGUA DE COCO VERDE AKOKO;6X330ML
5737;CAPPUCCINO CAFERAZZI CAFE C/LEITE TP ;18X190ML
5738;FEEL GOOD LTA CHA VERDE C/ LIMAO;6X330ML
5739;FEEL GOOD LTA CHA VERDE LARANJA C/GENGIB;6X330ML
5740;FEEL GOOD LTA CHA BRANCO;6X330ML
5741;FEEL GOOD LTA CHA BRANCO C/LICHIA;6X330ML
6144;LEAO-CHA MATTE NATURAL GRANEL;1X250G
5727;SUFRESH LIGHT NECTAR UVA;12X1LT
5728;SUFRESH LIGHT TP NECTAR INF.UVA;27X200ML
5729;SUFRESH LIGHT TP NECTAR INF.PESSEGO;27X200ML
5742;FEEL GOOD LTA CHA VERDE C/CRANBERRY;6X330ML
5743;FEEL GOOD LTA CHA VERMELHO C/AMORA;6X330ML
5744;FEEL GOOD TP CHA VERDE C/ LIMAO;12X1LT
5745;FEEL GOOD TP CHA VERDE LARANJA C/GENGIB ;12X1LT
6117;FLORESTAL CHICLE BUG MORANGO C/93;93X280GR
5565;HP 12600 COLOR AZUL;1 UN
5566;HP 12600 COLOR AMARELO;1 UN
5664;ROTEADOR 4G ZTE MF253 BCO IMP;1UN
5801;LAMP.FLUOR 40W 220V T-10-GOLDEN;UN
5802;RELE FOTOELETRICO 220 V 1000W RFE 2FS;1UN
5803;BASE PARA RELE FOTOELETRICO;1UN
5804;BUCHA NYLON S-08;1JG
6119;FLORESTAL CHICLE SMILINGUIDO MORANGO;47X140GR
6120;MOTO HONDA CG 150 FAN ES START/ PQD-3966;1UN
5649;FLORESTAL BALA SM BRAZILIAN COFFEE;36X80GR
5650;FLORESTAL BALA SM DURA FRUTAS PREMIUM;36X80GR
5651;FLORESTAL BALA SM DURA MENTA ;36X80GR
5652;FLORESTAL BALINHA SM CORACAO NAPOLITANO;36X80GR
5653;FLORESTAL BALINHA SM DO CORACAO CEREJA ;36X80GR
5654;FLORESTAL BALINHA SM DO CORACAO MORANGO;36X80GR
6145;LEAO-CHA MATTE NATURAL ORGANICO GRANEL;1X100G
6146;LEAO-CHA MATTE COM LIMAO GRANEL;1X100G
5746;FEEL GOOD TP CHA BRANCO;12X1LT
5747;FEEL GOOD TP CHA BRANCO C/LICHIA;12X1LT
5748;FEEL GOOD TP CHA VERDE C/CRANBERRY ;12X1LT
5749;FEEL GOOD TP CHA VERMELHO C/ AMORA ;12X1LT
5774;M.DRINK APERITIVO MALT OLD EXCELER BLACK;6X900ML
5775;M.DRINK APERITVO MALT OLD EXCELLER C/CP;6X900ML
6118;FLORESTAL CHICLE BUG UVA C/93;93X280GR
5669;B.VISTA-BISC.PAO DE MEL;56X53GR
5670;FLORESTAL PIRULITO BABY CORACAO COLORID ;1X400GR
5671;FLORESTAL PIRULITO BOLA SMILINGUIDO ;1X528GR
5750;SUFRESH ACAI E GUARANA CREMOSO ;12X1LT
5751;SUFRESH 100% SO SUCO DE UVA;12X1LT
5752;SUFRESH 100% SO SUCO DE LARANJA  ;12X1LT
5594;FLORESTAL BALA SM CHICLE TUTTI-FRUTTI;36X80GR
5629;FLORESTAL PIRULITO CORACAO BRASIL;1X500GR
5630;FLORESTAL PIRULITO CORACAO SMILINGUIDO;1X500GR
5631;FLORESTAL CHICLE SMILINGUIDO HORTELA;50X150GR
5632;FLORESTAL CHICLE SMILINGUIDO MORANGO;50X150GR
5633;FLORESTAL CHICLE TODATEEN T.FRUTTI S/ACU;18X8,5GR
6098;SOQUETE FLUOR. HO ANTI-VIBRAT.MOVEL;1PCT
5588;ETIQUETA ADESIVA REF. A4348;CX
5776;DAFRUTA-DISPLAY DAF FDK;1UN
5777;DAFRUTA-PAPEL FORRACAO ;1UN
5778;DAFRUTA-FAIXA DE GONDOLA;1UN
5779;PALLET PBR;1UN
5780;FLORESTAL PIR.PIMBOLAO MELANCIA C/24;1X480GR
6100;TRANSF DICROICA 220/12V 50W ELET-PHILIPS;1 PCT
6101;TOMADA TIPO REGUA QUADRUPLA 2P+T - CZ;1 PCT
5589;TONER COLORIDO PRETO (COMERCIAL);UN
6121;MOTO HONDA CG 150 FAN ES START/ PQD-3976;1UN
6122;MOTO HONDA CG 150 FAN ES START/ PQD-3936;1UN
6123;MOTO HONDA CG 150 FAN ES START/ PQD-3916;1UN
6124;MOTO HONDA CG 150 FAN ES START/ PQD-3886;1UN
6125;MOTO HONDA CG 150 FAN ES START/ PQD-3956;1UN
6135;SCARLIM PET-ELIMINADOR ODORES MARINE;6X2LT
6239;TOSCANO-MAIONESE TRADICIONAL;12X500G
6241;MARLBORO BLUE ICE MENTHOL KS RCB - BOX;1 PCT
5634;FLORESTAL CHICLE TODATEEN MENTA S/ACUCAR;18X8,5GR
5636;FLORESTAL CHICLE TODATEEN AMORA S/ACUCAR;18X8,5GR
5637;FLORESTAL MARSH. FOFS PT BIGMALLOW  ;30X18GR
5638;FLORESTAL MARSH. FOFS C/RECHEIO MORANGO;30X18GR
5710;SUFRESH SOJA SOYOS PESSEGO;12X1LT
5711;SUFRESH SOJA SOYOS UVA;12X1LT
5712;SUFRESH SOJA SOYOS MACA;12X1LT
5924;FLORESTAL MARSH. BANZE HALLOWEEN;1X250GR
5781;FLORESTAL PIR.PIMBOLAO FRAMBOESA C/24;1X480GR
5782;B.VISTA-WAFER FLORESTA NEGRA;30X115GR
5783;B.VISTA-WAFER CHOCOLATE;30X115GR
5784;B.VISTA-WAFER FLOCOS;30X115GR
5785;B.VISTA-WAFER MORANGO;30X115GR
5786;FINI TIRAS HORA DE AVENTURA;12X80GR
6102;LAMPADA HAL DIC.50W 12V ENSETIAL-PHILIPS;1 PCT
5569;GRAMPEADOR GRANDE;UN
5571;PORTA LAPIS;UN
5572;APAGADOR QUADRO;UN
5574;PINCEL P/ QUADRO BRANCO;UN
5578;CADERNO CAPA DURA 96 FLS;UN
5713;SUFRESH SOJA SOYOS MAMAO/ACEROLA;12X1LT
5714;SUFRESH SOJA SOYOS ABACAXI/LIMAO;12X1LT
5715;SUFRESH SOJA SOYOS MARACUJA;12X1LT
5716;SUFRESH SOJA SOYOS LARANJA;12X1LT
5717;SUFRESH SOJA SOYOS LARANJA/CENOURA;12X1LT
5718;SUFRESH TP SOJA SOYOS MAMAO/ACEROLA;27X200ML
5719;SUFRESH TP SOJA SOYOS MARACUJA;27X200ML
6099;REATOR ELETRONICO 2X110W HO 220V AFP-R;1 PCT
5665;SC BOPP  6NP CO 128KB AAC005 MICRO;1UN
5666;AP TAB 4G SAMSUNG N8020 GALAXY NOTE CZA;1UN
5756;SUFRESH T.DA MONICA NECTAR LARANJA;27X200ML
5757;SUFRESH T.DA MONICA NECTAR MACA;27X200ML
5787;FINI BALA GELATINA HORA DE AVENTURA;12X90GR
5788;VITTAMAX-FRESH CAES ADULTO CARNE;12X280GR
6103;ABRACADEIRA AÇO LAMP.FLUOR. T-10/T-12;1 UN
6104;CABO FLEXIVEL 750V 4MM2 AM;1 M
6136;SCARLIM PET-ELIMINADOR ODORES SILVESTRE ;6X2LT
6139;FLORESTAL CHICLE BUG TUTTI-FRUTTI C/93;93X280GR
6140;FLORESTAL CHICLE BUG ABACAXI C/93;93X280GR
6141;FLORESTAL CHICLE CLISS CART.MARACUJA;12X16,8GR
6240;FLORESTAL CHICLE SMILINGUIDO HORTELA;47X140GR
5720;SUFRESH TP SOJA SOYOS MORANGO;27X200ML
5721;SUFRESH TP SOJA SOYOS MACA;27X200ML
5722;SUFRESH TP SOJA SOYOS PESSEGO;27X200ML
5723;SUFRESH TP SOJA SOYOS UVA;27X200ML
5724;SUFRESH LIGHT LTA NECTAR  UVA;6X330ML
5725;SUFRESH LIGHT LTA NECTAR PESSEGO;6X330ML
5726;SUFRESH LIGHT NECTAR PESSEGO;12X1LT
6005;QUADRO BR MAGNETICO 090X120;UN
5660;CANETA BRASIL;UN
5661;BONE BRASIL;UN
5662;CAMISETA BRASIL;UN
5789;VITTAMAX-FRESH GATO CARNE;12X280GR
5790;VITTAMAX-FRESH GATO PEIXE;12X280GR
5791;VITTAMAX-FRESH CAES FILHOTE FRANGO;12X280GR
5792;FLORESTAL BALA MOLE MAST.SORTIDAS C/120;1X600GR
6105;CABO FLEXIVEL 750V 4MM2 VM;1 M
5598;FINI TUBES DP TUTTI FRUTTI;12X20GR
5599;FINI TUBES DP MORANGO;12X20GR
5600;FINI TUBES DP CITRICO MORANGO;12X20GR
5602;FINI TUBES DP ANGRY BIRDS;12X20GR
5604;REFRIGERADOR VERT.F.FREE VB 40WB 406L;1UN
5605;FINI MARSHMALLOW VULCOES RECH.MORANGO;12X60GR
5606;FINI TUBES CITRICO TANGERINA ;12X80GR
6021;NECTAR NEC ALIANCA LARANJA TP;12X1LT
5591;FINI REGALIZ PORTA LAPIS ;15X80GR
5592;FINI TUBES BRASIL;12X80GR
5593;FINI BALA GELATINA COPATOON C/BRINDE;12X50GR
5675;SUFRESH LTA NECTAR UVA;6X330ML
5676;SUFRESH LTA NECTAR PESSEGO;6X330ML
5677;SUFRESH LTA NECTAR MORANGO;6X330ML
5904;AP TAB 4 3G SAMSUNG SM-T531 10.1 BCO;1UN
6027;BABY SOFT-AMAC.CONC.VELUDO AZUL;12X500ML
5706;SUFRESH TURMA MONICA SOJA SOYOS UVA;27X200ML
5793;FLORESTAL BALA MAST.TOFFEE C/120;1X600GR
5794;FLORESTAL BALA MAST.IOGURTE C/120;1X600GR
5795;FLORESTAL BALA MAST ZOLLE M.VERDE C/120;1X600GR
5796;FLORESTAL BALA MACIA ZOLLE FRAMBOESA 120;1X600GR
5797;FLORESTAL BALA MAST.MINT HORTELA ;1X600GR
5798;FINI LATA HALLOWEEN;12X134GR
6106;CABO FLEXIVEL 750V 4MM2 AZ;1 M
6107;SOQUETE C/ RABICHO LAMP. FLUOR. T-8/10;1 PCT
5607;FINI BALA GELATINA ANGRY BIRD;12X90GR
5608;GINA PALITO BAMBU EMBALADO REF.7223;2000X1UN
5644;DETERGENTE 5LT;UN
5645;SABONETE 5LT;UN
5646;DESINFETANTE 5LT;UN
5647;BATERIA 12V;UN
5648;ISQUEIRO;UN
6022;NECTAR NEC ALIANCA UVA TP;12X1LT
6023;N.NEC BLEND ALIANCA LIM/MACA/UVA BCA TP;12X1LT
5678;SUFRESH LTA NECTAR MANGA;6X330ML
5679;SUFRESH LTA NECTAR GOIABA;6X330ML
5680;SUFRESH LTA NECTAR CAJU;6X330ML
5681;SUFRESH LTA NECTAR MARACUJA;6X330ML
5682;SUFRESH LTA NECTAR LARANJA;6X330ML
5683;SUFRESH LTA NECTAR ABACAXI;6X330ML
5684;SUFRESH LTA NECTAR MACA;6X330ML
5907;FINI-DISPLAY CHAO TIRAS 10 FRENTES;1UN
5659;CAFETEIRA CAF133 CADENCE;1UN
5799;LAMP.V MET 1000W 220V E-40 TUB-GOLDEN;UN
5800;REATOR ELETRONICO 2X 40 W 110/220V;1UN
5805;ELETRODUTO PVC 1 PT;1JG
5806;PARAFUSO P/BUCHA S08 4,8X45 C/PANELA;UN
5807;DISJ.TRIP 50A C 5SX1 350-7-SIEMENS;UN
5808;CABO 0,6/1K V 2X 10MM PRETO FLEX 90;UN
6108;FITA ISOLANTE 20MTS SCOTCH 33+ 19MMX20M;1 PCT
6109;SOQUETE PORC. PARA PLAFON E27-DECORLUX;1 PCT
5658;V.FERTIL-AZEITE OLIVA EXT.VIRG.MALAGUENA;12X500ML
